Movie Name,Rating,Year,Director,Genre,Summary,Genre List
Mera Naam Joker,7.9,1970,Raj Kapoor,Comedy,"Raju joker , clown . It always shall . As life story unfolds three chapters , school days circus streets , must always make pe ... Read","Comedy, Drama"
Okkadu,8.0,2003,Gunasekhar,Action,A Kabbadi player rescues young woman unwanted marriage hides home .,"Action, Drama, Romance"
Vettaiyaadu Vilaiyaadu,7.9,2006,Gautham Vasudev Menon,Action,"A Police Officer investigates series brutal rapes murders , culprits seeming cover one country .","Action, Crime, Drama"
Thulladha Manamum Thullum,8.3,1999,Ezhil,Drama,"Kutty good-hearted soul , unfortunate incidents tend portray ruffian side whenever encounters girl loves . A bizarre incident brings closer yet keeps ap ... Read","Drama, Romance"
Kaththi,8.1,2014,A.R. Murugadoss,Action,A case mistaken identity embroils escaped convict fight large corporation intent seizing village 's land .,"Action, Drama"
Gangaajal,7.8,2003,Prakash Jha,Action,"An IPS officer motivates leads dysfunctional , corrupt police force Tezpur fight corrupt politician .","Action, Crime, Drama"
Oopiri,8.0,2016,Vamshi Paidipally,Comedy,"Impressed carefree attitude , quadriplegic multi-billionaire Vikram hires convict parole caretaker . What follows string life lessons learn .","Comedy, Drama"
Mumbai Police,7.9,2013,Rosshan Andrrews,Crime,"ACP Antony one knows truth behind ACP Aaryan 's murder . Antony meets accident , losing memory unable reveal killer . He forced investigate th ... Read","Crime, Mystery, Thriller"
Manam,8.0,2014,Vikram K. Kumar,Comedy,"Through reincarnation , family members able cross generations meddle others ' lives .","Comedy, Drama, Fantasy"
Unnaipol Oruvan,8.0,2009,Chakri Toleti,Action,A retiring police officer remembers thrilling case life recorded case files .,"Action, Crime, Drama"
Leader,8.0,2010,Sekhar Kammula,Drama,"A well educated idealist , son Political leader power wants correct rigged political system favors corruption . However , soon becomes game power . How wou ... Read",Drama
Ayirathil Oruvan,8.0,2010,K. Selvaraghavan,Action,"Anitha , government official , embarks journey find Chandramouli , archaeologist , went Vietnam search existence prince Chola dynasty .","Action, Adventure"
Ab Tak Chhappan,7.8,2004,Shimit Amin,Crime,"Sadhu , encounter specialist , armed personal vendetta find kill gangsters responsible wife 's death .","Crime, Drama"
Dada,8.1,2023,Ganesh K. Babu,Drama,"A couple love , accidentally become teenage parents . Unpleasant situations make fall apart . Manikandan , left alone son , struggles single teenage father . Fate owns , b ... Read","Drama, Family, Romance"
Poove Unakkaga,8.6,1996,Vikraman,Comedy,"When man realizes Hindu woman loves love Christian man , decides sacrifice love unite families make love story success .","Comedy, Drama, Romance"
